view_id,parent_source_snapshot_id,selection_scope,evidence_url,usage_scope,member_count,members_sha256
view_ammo_tool_run_866a4939,snapshot_vanessa_local_cache_25079259_db8914ab,single_run_observed_supplement_not_spawn_pool,https://bazaardb.gg/run/tracker/866a4939-d497-45a1-9726-4a0874a5340b,reference_only,15,04aaf9676efff60f370c1400168390909715d975e702c87f021737c72cb3b6a5
view_weapon_damage_run_5c450f18_circle_of_life,snapshot_vanessa_local_cache_25079259_db8914ab,single_run_observed_supplement_not_spawn_pool,https://bazaardb.gg/run/tracker/5c450f18-dee4-4939-a15d-a2053e5c7f81,reference_only,1,3b3e9cdb0c06536f4b1f5f7c8c9db00650def32c5c90c16ee7dbc0d5906dceb0
